Compagnie,Prime,ID,TypeBesoin,TypeBesoinDetails,AgeCar,OtherDriver,CarteGrise,Genre,DateNaissance,Age,SituationMatrimoniale,Profession,DateObtentionPermis,ConduiteAccompagné,DateNaissanceConjoint,DatePermisConjoint,Enfants_a_charge,Annee_Enfant_1,Annee_Enfant_2,Annee_Enfant_3,DateAchat,DateAchat_Prevue,DateCirculation,ID_vehicule_occasion,Marque_occasion,Modele_occasion,Alimentation_occasion,Carrosserie_occasion,Puissance_occasion,categorie_commerciale_vehicule_occasion,qualification_vehicule_vert_occasion,valeur_a_neuf_vehicule_ocassion,groupe_tarification_vehicule_occasion,classe_tarification_vehicule_occasion,code_type_frequence_bdg_occasion,code_type_cout_bdg_occasion,code_vente_vehicule_occasion,code_type_frequence_rcm_occasion,code_type_frequence_rcc_occasion,code_type_frequence_dta_occasion,code_type_frequence_vol_occasion,Marque_vehicule_neuf,Modele_vehicule_neuf,Alimentation_vehicule_neuf,Carrosserie_vehicule_neuf,Puissance_vehicule_neuf,ID_vehicule_neuf,valeur_a_neuf_vehiculeNeuve,groupe_tarification_vehicule_Neuve,classe_tarification_vehicule_Neuve,puissance_reel_vehicule_Neuve,categorie_commerciale_vehicule_Neuve,qualification_vehicule_vert_Neuve,code_type_frequence_rcm_Neuve,code_type_frequence_rcc_Neuve,code_type_cout_rcm_Neuve,code_type_frequence_dta_Neuve,code_type_frequence_vol_Neuve,code_type_cout_vol_Neuve,code_type_frequence_bdg_Neuve,code_type_cout_bdg_Neuve,code_vente_vehicule_Neuve,ModeFinancement,Usage,KmParcours,CP_Stationnement,Ville_Stationnement,ResidenceType,TypeLocation,CP_Travail,Ville_Travail,nom_departement,code_departement,code_region,Type_Parking,TypeAssure,NbreAnneeAssure,Bonus,NbreAnneePossessionVeh,CtrActuel,AssureurActuel,NiveauProtection,Date_scraping
"	
Groupe Vilavi",521 €,8295,Vous comptez l'acheter,D'une voiture supplémentaire,D'occasion,Non,Vous,Un homme,13/07/1981,43,Célibataire,Artisan,07/2011,Oui,,,Oui,1999,non,non,N/A,12/03/2025,03/2010,AU40001,AUDI,A7,CARB,BER,20,H2,0,62900,15,K,8,13,99,4,5,12,8,,,,,,,,,,,,,,,,,,,,,,T,1,12500,91220,91103,1,2,72650,72360,Essonne,91,11,C,P,13,0.5,0,A,78,A,16/09/2024
"	
Groupe Vilavi",560 €,8295,Vous comptez l'acheter,D'une voiture supplémentaire,D'occasion,Non,Vous,Un homme,13/07/1981,43,Célibataire,Artisan,07/2011,Oui,,,Oui,1999,non,non,N/A,12/03/2025,03/2010,AU40001,AUDI,A7,CARB,BER,20,H2,0,62900,15,K,8,13,99,4,5,12,8,,,,,,,,,,,,,,,,,,,,,,T,1,12500,91220,91103,1,2,72650,72360,Essonne,91,11,C,P,13,0.5,0,A,78,A,16/09/2024
"	
AMV",711 €,8295,Vous comptez l'acheter,D'une voiture supplémentaire,D'occasion,Non,Vous,Un homme,13/07/1981,43,Célibataire,Artisan,07/2011,Oui,,,Oui,1999,non,non,N/A,12/03/2025,03/2010,AU40001,AUDI,A7,CARB,BER,20,H2,0,62900,15,K,8,13,99,4,5,12,8,,,,,,,,,,,,,,,,,,,,,,T,1,12500,91220,91103,1,2,72650,72360,Essonne,91,11,C,P,13,0.5,0,A,78,A,16/09/2024
"	
Groupe Admiral",841 €,8295,Vous comptez l'acheter,D'une voiture supplémentaire,D'occasion,Non,Vous,Un homme,13/07/1981,43,Célibataire,Artisan,07/2011,Oui,,,Oui,1999,non,non,N/A,12/03/2025,03/2010,AU40001,AUDI,A7,CARB,BER,20,H2,0,62900,15,K,8,13,99,4,5,12,8,,,,,,,,,,,,,,,,,,,,,,T,1,12500,91220,91103,1,2,72650,72360,Essonne,91,11,C,P,13,0.5,0,A,78,A,16/09/2024
"	
MAAF Assurances",392 €,9163,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,13/12/1931,92,Séparé(e),Commerçant,10/1977,Non,,,Oui,2021,2016,non,10/2016,,11/2015,PE39303,PEUGEOT,308,DIES,BRK,5,M1,1,24850,9,D,7,10,99,10,7,9,5,,,,,,,,,,,,,,,,,,,,,,L,3,25000,54230,54123,2,1,51130,51655,Meurthe-et-Moselle,54,44,V,P,46,120,6,E,37,C,16/09/2024
"	
GMF",451 €,9163,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,13/12/1931,92,Séparé(e),Commerçant,10/1977,Non,,,Oui,2021,2016,non,10/2016,,11/2015,PE39303,PEUGEOT,308,DIES,BRK,5,M1,1,24850,9,D,7,10,99,10,7,9,5,,,,,,,,,,,,,,,,,,,,,,L,3,25000,54230,54123,2,1,51130,51655,Meurthe-et-Moselle,54,44,V,P,46,120,6,E,37,C,16/09/2024
"	
Active Assurances",477 €,9163,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,13/12/1931,92,Séparé(e),Commerçant,10/1977,Non,,,Oui,2021,2016,non,10/2016,,11/2015,PE39303,PEUGEOT,308,DIES,BRK,5,M1,1,24850,9,D,7,10,99,10,7,9,5,,,,,,,,,,,,,,,,,,,,,,L,3,25000,54230,54123,2,1,51130,51655,Meurthe-et-Moselle,54,44,V,P,46,120,6,E,37,C,16/09/2024
"	
Groupe Allianz",526 €,9163,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,13/12/1931,92,Séparé(e),Commerçant,10/1977,Non,,,Oui,2021,2016,non,10/2016,,11/2015,PE39303,PEUGEOT,308,DIES,BRK,5,M1,1,24850,9,D,7,10,99,10,7,9,5,,,,,,,,,,,,,,,,,,,,,,L,3,25000,54230,54123,2,1,51130,51655,Meurthe-et-Moselle,54,44,V,P,46,120,6,E,37,C,16/09/2024
"	
Groupe AXA",886 €,9163,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,13/12/1931,92,Séparé(e),Commerçant,10/1977,Non,,,Oui,2021,2016,non,10/2016,,11/2015,PE39303,PEUGEOT,308,DIES,BRK,5,M1,1,24850,9,D,7,10,99,10,7,9,5,,,,,,,,,,,,,,,,,,,,,,L,3,25000,54230,54123,2,1,51130,51655,Meurthe-et-Moselle,54,44,V,P,46,120,6,E,37,C,16/09/2024
"	
Groupe AXA",586 €,780,Vous comptez l'acheter,D'une première voiture,D'occasion,Non,Vous,Une femme,20/09/1995,28,Marié(e),Retraité,08/2023,Non,05/05/1998,,Non,non,non,non,N/A,31/12/2024,11/2005,AU18434,AUDI,A4,CARB,BER,11,M2,0,37130,14,G,7,8,99,10,5,13,7,,,,,,,,,,,,,,,,,,,,,,C,1,2000,34210,34190,2,1,34600,34008,Hérault,34,76,V,P,1,0.95,0,E,71,C,16/09/2024
"	
Assurpeople.com",1 051 €,780,Vous comptez l'acheter,D'une première voiture,D'occasion,Non,Vous,Une femme,20/09/1995,28,Marié(e),Retraité,08/2023,Non,05/05/1998,,Non,non,non,non,N/A,31/12/2024,11/2005,AU18434,AUDI,A4,CARB,BER,11,M2,0,37130,14,G,7,8,99,10,5,13,7,,,,,,,,,,,,,,,,,,,,,,C,1,2000,34210,34190,2,1,34600,34008,Hérault,34,76,V,P,1,0.95,0,E,71,C,16/09/2024
"	
ID MALUS",1 118 €,780,Vous comptez l'acheter,D'une première voiture,D'occasion,Non,Vous,Une femme,20/09/1995,28,Marié(e),Retraité,08/2023,Non,05/05/1998,,Non,non,non,non,N/A,31/12/2024,11/2005,AU18434,AUDI,A4,CARB,BER,11,M2,0,37130,14,G,7,8,99,10,5,13,7,,,,,,,,,,,,,,,,,,,,,,C,1,2000,34210,34190,2,1,34600,34008,Hérault,34,76,V,P,1,0.95,0,E,71,C,16/09/2024
"	
GMF",1 793 €,780,Vous comptez l'acheter,D'une première voiture,D'occasion,Non,Vous,Une femme,20/09/1995,28,Marié(e),Retraité,08/2023,Non,05/05/1998,,Non,non,non,non,N/A,31/12/2024,11/2005,AU18434,AUDI,A4,CARB,BER,11,M2,0,37130,14,G,7,8,99,10,5,13,7,,,,,,,,,,,,,,,,,,,,,,C,1,2000,34210,34190,2,1,34600,34008,Hérault,34,76,V,P,1,0.95,0,E,71,C,16/09/2024
"	
Groupe Vilavi",2 229 €,780,Vous comptez l'acheter,D'une première voiture,D'occasion,Non,Vous,Une femme,20/09/1995,28,Marié(e),Retraité,08/2023,Non,05/05/1998,,Non,non,non,non,N/A,31/12/2024,11/2005,AU18434,AUDI,A4,CARB,BER,11,M2,0,37130,14,G,7,8,99,10,5,13,7,,,,,,,,,,,,,,,,,,,,,,C,1,2000,34210,34190,2,1,34600,34008,Hérault,34,76,V,P,1,0.95,0,E,71,C,16/09/2024
"	
Groupe Vilavi",2 268 €,780,Vous comptez l'acheter,D'une première voiture,D'occasion,Non,Vous,Une femme,20/09/1995,28,Marié(e),Retraité,08/2023,Non,05/05/1998,,Non,non,non,non,N/A,31/12/2024,11/2005,AU18434,AUDI,A4,CARB,BER,11,M2,0,37130,14,G,7,8,99,10,5,13,7,,,,,,,,,,,,,,,,,,,,,,C,1,2000,34210,34190,2,1,34600,34008,Hérault,34,76,V,P,1,0.95,0,E,71,C,16/09/2024
"	
Groupe AXA",480 €,3744,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,03/08/1995,29,Marié(e),Retraité,03/2021,Non,17/05/1971,,Non,non,non,non,09/2024,,02/2024,BM82272,BMW,SERIE 3 VII,EE,BER,10,M2,0,62300,14,K,8,12,99,11,5,12,9,,,,,,,,,,,,,,,,,,,,,,C,1,1000,61210,61199,1,2,56520,56078,Orne,61,28,P,S,3,0.85,0,E,78,D,16/09/2024
"	
MAAF Assurances",514 €,3744,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,03/08/1995,29,Marié(e),Retraité,03/2021,Non,17/05/1971,,Non,non,non,non,09/2024,,02/2024,BM82272,BMW,SERIE 3 VII,EE,BER,10,M2,0,62300,14,K,8,12,99,11,5,12,9,,,,,,,,,,,,,,,,,,,,,,C,1,1000,61210,61199,1,2,56520,56078,Orne,61,28,P,S,3,0.85,0,E,78,D,16/09/2024
"	
GMF",797 €,3744,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,03/08/1995,29,Marié(e),Retraité,03/2021,Non,17/05/1971,,Non,non,non,non,09/2024,,02/2024,BM82272,BMW,SERIE 3 VII,EE,BER,10,M2,0,62300,14,K,8,12,99,11,5,12,9,,,,,,,,,,,,,,,,,,,,,,C,1,1000,61210,61199,1,2,56520,56078,Orne,61,28,P,S,3,0.85,0,E,78,D,16/09/2024
"	
Groupe Allianz",862 €,3744,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,03/08/1995,29,Marié(e),Retraité,03/2021,Non,17/05/1971,,Non,non,non,non,09/2024,,02/2024,BM82272,BMW,SERIE 3 VII,EE,BER,10,M2,0,62300,14,K,8,12,99,11,5,12,9,,,,,,,,,,,,,,,,,,,,,,C,1,1000,61210,61199,1,2,56520,56078,Orne,61,28,P,S,3,0.85,0,E,78,D,16/09/2024
"	
Groupe Vilavi",1 024 €,3744,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,03/08/1995,29,Marié(e),Retraité,03/2021,Non,17/05/1971,,Non,non,non,non,09/2024,,02/2024,BM82272,BMW,SERIE 3 VII,EE,BER,10,M2,0,62300,14,K,8,12,99,11,5,12,9,,,,,,,,,,,,,,,,,,,,,,C,1,1000,61210,61199,1,2,56520,56078,Orne,61,28,P,S,3,0.85,0,E,78,D,16/09/2024
"	
Groupe Vilavi",1 065 €,3744,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,03/08/1995,29,Marié(e),Retraité,03/2021,Non,17/05/1971,,Non,non,non,non,09/2024,,02/2024,BM82272,BMW,SERIE 3 VII,EE,BER,10,M2,0,62300,14,K,8,12,99,11,5,12,9,,,,,,,,,,,,,,,,,,,,,,C,1,1000,61210,61199,1,2,56520,56078,Orne,61,28,P,S,3,0.85,0,E,78,D,16/09/2024
"	
SOS Malus",1 321 €,3744,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,03/08/1995,29,Marié(e),Retraité,03/2021,Non,17/05/1971,,Non,non,non,non,09/2024,,02/2024,BM82272,BMW,SERIE 3 VII,EE,BER,10,M2,0,62300,14,K,8,12,99,11,5,12,9,,,,,,,,,,,,,,,,,,,,,,C,1,1000,61210,61199,1,2,56520,56078,Orne,61,28,P,S,3,0.85,0,E,78,D,16/09/2024
"	
Groupe AXA",484 €,2744,Vous comptez l'acheter,D'une voiture en remplacement,Neuve,Non,Vous,Une femme,03/01/1991,33,Concubin(e) / vie maritale,Artisan,01/2021,Oui,09/06/1929,07/2012,Non,non,non,non,N/A,14/10/2025,12/2005,CI47083,CITROEN,C4,CARB,BER,6,M1,0,16501,10,A,5,10,99,9,6,8,4,AUDI,Q2,DIES,VTC,8,AU48218,42600,15,G,150,M1,0,5,4,11,8,5,13,10,12,99,C,2,20000,24220,24268,1,2,21320,21176,Dordogne,24,75,C,P,3,0.85,0,A,44,C,16/09/2024
"	
MAAF Assurances",532 €,2744,Vous comptez l'acheter,D'une voiture en remplacement,Neuve,Non,Vous,Une femme,03/01/1991,33,Concubin(e) / vie maritale,Artisan,01/2021,Oui,09/06/1929,07/2012,Non,non,non,non,N/A,14/10/2025,12/2005,CI47083,CITROEN,C4,CARB,BER,6,M1,0,16501,10,A,5,10,99,9,6,8,4,AUDI,Q2,DIES,VTC,8,AU48218,42600,15,G,150,M1,0,5,4,11,8,5,13,10,12,99,C,2,20000,24220,24268,1,2,21320,21176,Dordogne,24,75,C,P,3,0.85,0,A,44,C,16/09/2024
"	
Groupe Admiral",608 €,2744,Vous comptez l'acheter,D'une voiture en remplacement,Neuve,Non,Vous,Une femme,03/01/1991,33,Concubin(e) / vie maritale,Artisan,01/2021,Oui,09/06/1929,07/2012,Non,non,non,non,N/A,14/10/2025,12/2005,CI47083,CITROEN,C4,CARB,BER,6,M1,0,16501,10,A,5,10,99,9,6,8,4,AUDI,Q2,DIES,VTC,8,AU48218,42600,15,G,150,M1,0,5,4,11,8,5,13,10,12,99,C,2,20000,24220,24268,1,2,21320,21176,Dordogne,24,75,C,P,3,0.85,0,A,44,C,16/09/2024
"	
GMF",816 €,2744,Vous comptez l'acheter,D'une voiture en remplacement,Neuve,Non,Vous,Une femme,03/01/1991,33,Concubin(e) / vie maritale,Artisan,01/2021,Oui,09/06/1929,07/2012,Non,non,non,non,N/A,14/10/2025,12/2005,CI47083,CITROEN,C4,CARB,BER,6,M1,0,16501,10,A,5,10,99,9,6,8,4,AUDI,Q2,DIES,VTC,8,AU48218,42600,15,G,150,M1,0,5,4,11,8,5,13,10,12,99,C,2,20000,24220,24268,1,2,21320,21176,Dordogne,24,75,C,P,3,0.85,0,A,44,C,16/09/2024
"	
Active Assurances",943 €,2744,Vous comptez l'acheter,D'une voiture en remplacement,Neuve,Non,Vous,Une femme,03/01/1991,33,Concubin(e) / vie maritale,Artisan,01/2021,Oui,09/06/1929,07/2012,Non,non,non,non,N/A,14/10/2025,12/2005,CI47083,CITROEN,C4,CARB,BER,6,M1,0,16501,10,A,5,10,99,9,6,8,4,AUDI,Q2,DIES,VTC,8,AU48218,42600,15,G,150,M1,0,5,4,11,8,5,13,10,12,99,C,2,20000,24220,24268,1,2,21320,21176,Dordogne,24,75,C,P,3,0.85,0,A,44,C,16/09/2024
"	
SOS Malus",1 046 €,2744,Vous comptez l'acheter,D'une voiture en remplacement,Neuve,Non,Vous,Une femme,03/01/1991,33,Concubin(e) / vie maritale,Artisan,01/2021,Oui,09/06/1929,07/2012,Non,non,non,non,N/A,14/10/2025,12/2005,CI47083,CITROEN,C4,CARB,BER,6,M1,0,16501,10,A,5,10,99,9,6,8,4,AUDI,Q2,DIES,VTC,8,AU48218,42600,15,G,150,M1,0,5,4,11,8,5,13,10,12,99,C,2,20000,24220,24268,1,2,21320,21176,Dordogne,24,75,C,P,3,0.85,0,A,44,C,16/09/2024
"	
Groupe Allianz",1 061 €,2744,Vous comptez l'acheter,D'une voiture en remplacement,Neuve,Non,Vous,Une femme,03/01/1991,33,Concubin(e) / vie maritale,Artisan,01/2021,Oui,09/06/1929,07/2012,Non,non,non,non,N/A,14/10/2025,12/2005,CI47083,CITROEN,C4,CARB,BER,6,M1,0,16501,10,A,5,10,99,9,6,8,4,AUDI,Q2,DIES,VTC,8,AU48218,42600,15,G,150,M1,0,5,4,11,8,5,13,10,12,99,C,2,20000,24220,24268,1,2,21320,21176,Dordogne,24,75,C,P,3,0.85,0,A,44,C,16/09/2024
"	
Groupe Vilavi",1 086 €,2744,Vous comptez l'acheter,D'une voiture en remplacement,Neuve,Non,Vous,Une femme,03/01/1991,33,Concubin(e) / vie maritale,Artisan,01/2021,Oui,09/06/1929,07/2012,Non,non,non,non,N/A,14/10/2025,12/2005,CI47083,CITROEN,C4,CARB,BER,6,M1,0,16501,10,A,5,10,99,9,6,8,4,AUDI,Q2,DIES,VTC,8,AU48218,42600,15,G,150,M1,0,5,4,11,8,5,13,10,12,99,C,2,20000,24220,24268,1,2,21320,21176,Dordogne,24,75,C,P,3,0.85,0,A,44,C,16/09/2024
"	
Groupe Vilavi",1 127 €,2744,Vous comptez l'acheter,D'une voiture en remplacement,Neuve,Non,Vous,Une femme,03/01/1991,33,Concubin(e) / vie maritale,Artisan,01/2021,Oui,09/06/1929,07/2012,Non,non,non,non,N/A,14/10/2025,12/2005,CI47083,CITROEN,C4,CARB,BER,6,M1,0,16501,10,A,5,10,99,9,6,8,4,AUDI,Q2,DIES,VTC,8,AU48218,42600,15,G,150,M1,0,5,4,11,8,5,13,10,12,99,C,2,20000,24220,24268,1,2,21320,21176,Dordogne,24,75,C,P,3,0.85,0,A,44,C,16/09/2024
"	
MMA",191 €,5050,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,27/07/1990,34,Marié(e),Fonctionnaire hospitalier,04/2010,Oui,24/07/1975,03/1994,Non,non,non,non,02/2014,,12/2005,CI47027,CITROEN,C4,DIES,BER,5,M1,0,20650,10,B,8,11,99,9,8,9,3,,,,,,,,,,,,,,,,,,,,,,L,1,1000,21520,21674,2,1,5350,05157,Côte-d'Or,21,27,V,S,14,10,6,E,26,D,16/09/2024
"	
GMF",216 €,5050,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,27/07/1990,34,Marié(e),Fonctionnaire hospitalier,04/2010,Oui,24/07/1975,03/1994,Non,non,non,non,02/2014,,12/2005,CI47027,CITROEN,C4,DIES,BER,5,M1,0,20650,10,B,8,11,99,9,8,9,3,,,,,,,,,,,,,,,,,,,,,,L,1,1000,21520,21674,2,1,5350,05157,Côte-d'Or,21,27,V,S,14,10,6,E,26,D,16/09/2024
"	
Abeille Assurances",221 €,5050,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,27/07/1990,34,Marié(e),Fonctionnaire hospitalier,04/2010,Oui,24/07/1975,03/1994,Non,non,non,non,02/2014,,12/2005,CI47027,CITROEN,C4,DIES,BER,5,M1,0,20650,10,B,8,11,99,9,8,9,3,,,,,,,,,,,,,,,,,,,,,,L,1,1000,21520,21674,2,1,5350,05157,Côte-d'Or,21,27,V,S,14,10,6,E,26,D,16/09/2024
"	
Active Assurances",285 €,5050,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,27/07/1990,34,Marié(e),Fonctionnaire hospitalier,04/2010,Oui,24/07/1975,03/1994,Non,non,non,non,02/2014,,12/2005,CI47027,CITROEN,C4,DIES,BER,5,M1,0,20650,10,B,8,11,99,9,8,9,3,,,,,,,,,,,,,,,,,,,,,,L,1,1000,21520,21674,2,1,5350,05157,Côte-d'Or,21,27,V,S,14,10,6,E,26,D,16/09/2024
"	
Groupe Admiral",311 €,5050,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,27/07/1990,34,Marié(e),Fonctionnaire hospitalier,04/2010,Oui,24/07/1975,03/1994,Non,non,non,non,02/2014,,12/2005,CI47027,CITROEN,C4,DIES,BER,5,M1,0,20650,10,B,8,11,99,9,8,9,3,,,,,,,,,,,,,,,,,,,,,,L,1,1000,21520,21674,2,1,5350,05157,Côte-d'Or,21,27,V,S,14,10,6,E,26,D,16/09/2024
"	
MAAF Assurances",330 €,5050,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,27/07/1990,34,Marié(e),Fonctionnaire hospitalier,04/2010,Oui,24/07/1975,03/1994,Non,non,non,non,02/2014,,12/2005,CI47027,CITROEN,C4,DIES,BER,5,M1,0,20650,10,B,8,11,99,9,8,9,3,,,,,,,,,,,,,,,,,,,,,,L,1,1000,21520,21674,2,1,5350,05157,Côte-d'Or,21,27,V,S,14,10,6,E,26,D,16/09/2024
"	
Groupe Allianz",340 €,5050,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,27/07/1990,34,Marié(e),Fonctionnaire hospitalier,04/2010,Oui,24/07/1975,03/1994,Non,non,non,non,02/2014,,12/2005,CI47027,CITROEN,C4,DIES,BER,5,M1,0,20650,10,B,8,11,99,9,8,9,3,,,,,,,,,,,,,,,,,,,,,,L,1,1000,21520,21674,2,1,5350,05157,Côte-d'Or,21,27,V,S,14,10,6,E,26,D,16/09/2024
"	
AMV",374 €,5050,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,27/07/1990,34,Marié(e),Fonctionnaire hospitalier,04/2010,Oui,24/07/1975,03/1994,Non,non,non,non,02/2014,,12/2005,CI47027,CITROEN,C4,DIES,BER,5,M1,0,20650,10,B,8,11,99,9,8,9,3,,,,,,,,,,,,,,,,,,,,,,L,1,1000,21520,21674,2,1,5350,05157,Côte-d'Or,21,27,V,S,14,10,6,E,26,D,16/09/2024
"	
Groupe AXA",398 €,5050,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,27/07/1990,34,Marié(e),Fonctionnaire hospitalier,04/2010,Oui,24/07/1975,03/1994,Non,non,non,non,02/2014,,12/2005,CI47027,CITROEN,C4,DIES,BER,5,M1,0,20650,10,B,8,11,99,9,8,9,3,,,,,,,,,,,,,,,,,,,,,,L,1,1000,21520,21674,2,1,5350,05157,Côte-d'Or,21,27,V,S,14,10,6,E,26,D,16/09/2024
"	
Groupe AXA",835 €,1785,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,30/07/1948,76,Concubin(e) / vie maritale,Salarié Cadre,02/2006,Non,24/02/1937,,Oui,2009,2011,non,09/2023,,12/2005,BM27161,BMW,530,CARB,BER,18,H1,0,51700,15,J,9,13,99,8,5,12,9,,,,,,,,,,,,,,,,,,,,,,D,1,10000,76240,76069,1,1,86330,86161,Seine-Maritime,76,28,V,S,18,50,1,A,13,E,16/09/2024
"	
MAAF Assurances",850 €,1785,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,30/07/1948,76,Concubin(e) / vie maritale,Salarié Cadre,02/2006,Non,24/02/1937,,Oui,2009,2011,non,09/2023,,12/2005,BM27161,BMW,530,CARB,BER,18,H1,0,51700,15,J,9,13,99,8,5,12,9,,,,,,,,,,,,,,,,,,,,,,D,1,10000,76240,76069,1,1,86330,86161,Seine-Maritime,76,28,V,S,18,50,1,A,13,E,16/09/2024
"	
GMF",1 078 €,1785,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,30/07/1948,76,Concubin(e) / vie maritale,Salarié Cadre,02/2006,Non,24/02/1937,,Oui,2009,2011,non,09/2023,,12/2005,BM27161,BMW,530,CARB,BER,18,H1,0,51700,15,J,9,13,99,8,5,12,9,,,,,,,,,,,,,,,,,,,,,,D,1,10000,76240,76069,1,1,86330,86161,Seine-Maritime,76,28,V,S,18,50,1,A,13,E,16/09/2024
"	
Groupe Admiral",1 291 €,1785,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,30/07/1948,76,Concubin(e) / vie maritale,Salarié Cadre,02/2006,Non,24/02/1937,,Oui,2009,2011,non,09/2023,,12/2005,BM27161,BMW,530,CARB,BER,18,H1,0,51700,15,J,9,13,99,8,5,12,9,,,,,,,,,,,,,,,,,,,,,,D,1,10000,76240,76069,1,1,86330,86161,Seine-Maritime,76,28,V,S,18,50,1,A,13,E,16/09/2024
"	
Groupe Vilavi",1 563 €,1785,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,30/07/1948,76,Concubin(e) / vie maritale,Salarié Cadre,02/2006,Non,24/02/1937,,Oui,2009,2011,non,09/2023,,12/2005,BM27161,BMW,530,CARB,BER,18,H1,0,51700,15,J,9,13,99,8,5,12,9,,,,,,,,,,,,,,,,,,,,,,D,1,10000,76240,76069,1,1,86330,86161,Seine-Maritime,76,28,V,S,18,50,1,A,13,E,16/09/2024
"	
Groupe Vilavi",1 602 €,1785,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,30/07/1948,76,Concubin(e) / vie maritale,Salarié Cadre,02/2006,Non,24/02/1937,,Oui,2009,2011,non,09/2023,,12/2005,BM27161,BMW,530,CARB,BER,18,H1,0,51700,15,J,9,13,99,8,5,12,9,,,,,,,,,,,,,,,,,,,,,,D,1,10000,76240,76069,1,1,86330,86161,Seine-Maritime,76,28,V,S,18,50,1,A,13,E,16/09/2024
"	
Groupe Allianz",1 618 €,1785,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,30/07/1948,76,Concubin(e) / vie maritale,Salarié Cadre,02/2006,Non,24/02/1937,,Oui,2009,2011,non,09/2023,,12/2005,BM27161,BMW,530,CARB,BER,18,H1,0,51700,15,J,9,13,99,8,5,12,9,,,,,,,,,,,,,,,,,,,,,,D,1,10000,76240,76069,1,1,86330,86161,Seine-Maritime,76,28,V,S,18,50,1,A,13,E,16/09/2024
"	
GMF",519 €,9165,Vous comptez l'acheter,D'une voiture supplémentaire,Neuve,Non,Vous,Une femme,02/09/1963,61,Célibataire,Fonctionnaire autre,10/1989,Non,,,Oui,2002,non,non,N/A,17/02/2025,02/2022,TO50037,TOYOTA,YARIS IV,EH,BER,5,B,1,31450,9,E,5,8,99,13,7,9,2,BMW,SERIE 3 VII,CARB,BRK,15,BM82077,59950,15,J,258,M2,0,4,4,11,11,9,15,8,12,99,L,3,30000,79160,79351,2,1,91620,91665,Deux-Sèvres,79,75,C,P,34,120,0,A,21,D,16/09/2024
"	
Groupe AXA",838 €,9165,Vous comptez l'acheter,D'une voiture supplémentaire,Neuve,Non,Vous,Une femme,02/09/1963,61,Célibataire,Fonctionnaire autre,10/1989,Non,,,Oui,2002,non,non,N/A,17/02/2025,02/2022,TO50037,TOYOTA,YARIS IV,EH,BER,5,B,1,31450,9,E,5,8,99,13,7,9,2,BMW,SERIE 3 VII,CARB,BRK,15,BM82077,59950,15,J,258,M2,0,4,4,11,11,9,15,8,12,99,L,3,30000,79160,79351,2,1,91620,91665,Deux-Sèvres,79,75,C,P,34,120,0,A,21,D,16/09/2024
"	
Groupe Allianz",1 134 €,9165,Vous comptez l'acheter,D'une voiture supplémentaire,Neuve,Non,Vous,Une femme,02/09/1963,61,Célibataire,Fonctionnaire autre,10/1989,Non,,,Oui,2002,non,non,N/A,17/02/2025,02/2022,TO50037,TOYOTA,YARIS IV,EH,BER,5,B,1,31450,9,E,5,8,99,13,7,9,2,BMW,SERIE 3 VII,CARB,BRK,15,BM82077,59950,15,J,258,M2,0,4,4,11,11,9,15,8,12,99,L,3,30000,79160,79351,2,1,91620,91665,Deux-Sèvres,79,75,C,P,34,120,0,A,21,D,16/09/2024
